Title,Desc_of_movies,IMDB_ID
Memory Games ,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.,No ID found
The Memory of Water ,"When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.",4341864
The Memphis Belle: A Story of a\nFlying Fortress ,This documentary centers on the crew of the B-17 Flying Fortress Memphis Belle as it prepares to execute a strategic bombing mission over Germany.,36152
Menahi ,"A stranger to civilian life, a young Saudi farmer travels to Dubai, where he experiences a series of hilarious misadventures.",9600178
Merata: How Mum Decolonised the Screen ,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.,8742574
Mercenary ,"When he defies his cruel father and leaves New Caledonia to play rugby in France, young Soane learns hard lessons about life, love and success.",No ID found
Mercury 13 ,"After rigorous testing in 1961, a small group of skilled female pilots are asked to step aside when only men are selected for spaceflight.",8139850
Mercy ,Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival.,No ID found
Mere Pyare Prime Minister ,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister.",8207768
Merku Thodarchi Malai ,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption.",7794052
The Mermaid ,"When egocentric tycoon Xuan's plans for a pristine ocean reserve threaten the merpeople living there, comely mermaid Shan is sent to ice him.",4701660
Merry Happy Whatever ,"A struggling LA musician tries to win over his new girlfriend's gruff dad and quirky, tight-knit siblings on a 10-day Christmas visit to Philadelphia.",9770286
Merry Men 2: Another Mission ,"To save a kidnapped loved one, a pack of wealthy men must return to their vigilante past when they are blackmailed to pull off a treacherous heist.",11417930
Merry Men: The Real Yoruba Demons ,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.",9837502
Mersal ,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",6485666
Message from the King ,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",1712192
Metro ,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",No ID found
The Meyerowitz Stories (New and Selected) ,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father -- and his fading legacy.,5536736
Michael ," After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together.",117038
"Michael Bolton's Big, Sexy Valentine's Day Special ",Michael Bolton hosts celebrity guests for a Valentine's Day special designed to inspire the world to make love.,6343706
Michael Che Matters ,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",6209400
Michael Lost and Found ,"Benjie Nycum travels to Wyoming to visit his ex-lover, Michael Glatze, a former gay activist who now lives with his wife and works as a church pastor.",4831522
Michael McIntyre: Showman ,"Charming comic Michael McIntyre talks family, technology, sharks, accents and the time he confused himself for a world leader in this stand-up special.",11860624
Michelle Buteau: Welcome to Buteaupia ,"Scene-stealing queen Michelle Buteau dazzles with real talk on relationships, parenthood, cultural differences and the government workers who adore her.",6
Michelle Wolf: Joke Show ,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",11269704
Mid90s ,"A lonely boy escapes his troubled home life by latching on to a group of older, skater kids.",5613484
The Midas Touch ," A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head.",No ID found
Middle School: The Worst Years of My Life ,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.",4981636
Middleditch & Schwartz ,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.,12027034
The Midnight Gospel ,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between.",11639414
Midnight Sun ,"Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.",No ID found
Mighty Morphin Alien Rangers ,Visitors arrive from space to help Red Ranger and his squad -- temporarily stripped of their powers -- fight against Lord Zedd and Rita Repulsa.,No ID found
Mighty Morphin Power Rangers ,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa.",No ID found
Mighty Raju Rio Calling ," Mighty Raju preps for a new adventure in Rio de Janeiro, where he goes toe-to-toe with rival soccer players, faces capoeira fighters and more.",3855406
Mike Birbiglia: My Girlfriend's Boyfriend ," On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",2937390
Mike Birbiglia: Thank God for Jokes ,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny.",6608034
Mike Birbiglia: The New One ,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,11163014
Mike Epps: Don't Take It Personal ,Mike Epps tears up the stage at L.A.&#39;s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,5339586
Mike Epps: Only One Mike ,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",10376958
Mike Tyson Mysteries ," Mike Tyson, his adopted Korean daughter and a pigeon who was once a man team up to solve mysteries in this adult animated comedy series.",3038546
Milada ,Politician and human rights campaigner Milada Hor&aacute;kov&aacute; battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.,4554212
Milea ,"Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.",11127878
Miles Davis: Birth of the Cool ,Unpack the mythology of Miles Davis and learn the true story of a jazz legend with never-before-seen footage and celebrity interviews.,9358200
